,time,baseline,S^2 case,S^2 case 0,S^2 all,S^2 probe 1,S^2 probe all,target,target
281,0.00112957,192.32698,192.32698,192.32698,192.32698,192.32698,192.32698,192.17967,192.17967
282,0.00112959,197.49628,200.84644,190.88412,190.281,192.63261,200.1591,192.92137,192.92137
283,0.00112961,193.45586,193.45586,193.45586,193.45586,193.45586,193.45586,193.56029,193.56029
284,0.00112964,194.12473,194.12473,194.12473,194.12473,194.12473,194.12473,194.07544,194.07544
285,0.00112966,194.46019,194.46019,194.46019,194.46019,194.46019,194.46019,194.46019,194.46019
286,0.00112968,194.69678,194.69678,194.69678,194.69678,194.69678,194.69678,194.72923,194.72923
287,0.0011297,194.8545,194.8545,194.8545,194.8545,194.8545,194.8545,194.90381,194.90381
288,0.00112973,202.1091,206.19084,196.06313,194.11925,197.18016,204.8996,195.00244,195.00244
289,0.00112975,195.07292,195.07292,195.07292,195.07292,195.07292,195.07292,195.06615,195.06615
290,0.00112977,195.10849,195.10849,195.10849,195.10849,195.10849,195.10849,195.09349,195.09349
291,0.0011298,195.04468,195.04468,195.04468,195.04468,195.04468,195.04468,195.04468,195.04468
292,0.00112982,194.89674,194.89674,194.89674,194.89674,194.89674,194.89674,194.91138,194.91138
293,0.00112984,194.67456,194.67456,194.67456,194.67456,194.67456,194.67456,194.6953,194.6953
294,0.00112986,203.34001,207.81651,197.69717,194.9704,198.31041,206.26634,194.39793,194.39793
295,0.00112989,193.91922,193.91922,193.91922,193.91922,193.91922,193.91922,194.0354,194.0354
296,0.00112991,193.5749,193.5749,193.5749,193.5749,193.5749,193.5749,193.64575,193.64575
297,0.00112993,193.22313,193.22313,193.22313,193.22313,193.22313,193.22313,193.22313,193.22313
298,0.00112995,192.87244,192.87244,192.87244,192.87244,192.87244,192.87244,192.79076,192.79076
299,0.00112998,192.34561,192.34561,192.34561,192.34561,192.34561,192.34561,192.3784,192.3784
300,0.00113,201.4921,205.61017,195.52377,193.59442,196.60426,204.36487,191.98901,191.98901
301,0.00113002,191.62495,191.62495,191.62495,191.62495,191.62495,191.62495,191.61963,191.61963
302,0.00113004,191.25385,191.25385,191.25385,191.25385,191.25385,191.25385,191.25879,191.25879
303,0.00113006,190.8767,190.8767,190.8767,190.8767,190.8767,190.8767,190.8767,190.8767
304,0.00113009,190.27672,190.27672,190.27672,190.27672,190.27672,190.27672,190.437,190.437
305,0.00113011,189.7972,189.7972,189.7972,189.7972,189.7972,189.7972,189.8928,189.8928
306,0.00113013,198.82564,202.9888,193.14197,190.98946,193.93626,201.88188,189.20262,189.20262
307,0.00113015,188.46272,188.46272,188.46272,188.46272,188.46272,188.46272,188.34155,188.34155
308,0.00113018,187.13835,187.13835,187.13835,187.13835,187.13835,187.13835,187.31688,187.31688
309,0.0011302,186.16821,186.16821,186.16821,186.16821,186.16821,186.16821,186.16821,186.16821
310,0.00113022,185.16466,185.16466,185.16466,185.16466,185.16466,185.16466,184.9414,184.9414
311,0.00113024,184.1245,184.1245,184.1245,184.1245,184.1245,184.1245,183.69507,183.69507
312,0.00113027,194.00807,197.43884,187.74023,186.92503,189.04192,196.93306,182.4707,182.4707
313,0.00113029,181.29608,181.29608,181.29608,181.29608,181.29608,181.29608,181.27782,181.27782
314,0.00113031,180.08688,180.08688,180.08688,180.08688,180.08688,180.08688,180.09105,180.09105
315,0.00113033,178.87378,178.87378,178.87378,178.87378,178.87378,178.87378,178.87378,178.87378
316,0.00113035,177.68103,177.68103,177.68103,177.68103,177.68103,177.68103,177.58177,177.58177
317,0.00113038,175.92575,175.92575,175.92575,175.92575,175.92575,175.92575,176.19627,176.19627
318,0.0011304,185.81786,189.07587,179.48067,179.34703,180.71793,189.03244,174.76732,174.76732
319,0.00113042,173.6056,173.6056,173.6056,173.6056,173.6056,173.6056,173.3252,173.3252
320,0.00113044,172.41284,172.41284,172.41284,172.41284,172.41284,172.41284,171.8845,171.8845
321,0.00113047,170.49608,170.49608,170.49608,170.49608,170.49608,170.49608,170.49608,170.49608
322,0.00113049,169.10765,169.10765,169.10765,169.10765,169.10765,169.10765,169.10545,169.10545
323,0.00113051,167.70198,167.70198,167.70198,167.70198,167.70198,167.70198,167.72607,167.72607
324,0.00113053,177.1548,180.46666,171.13942,171.20319,172.4161,180.86282,166.37231,166.37231
325,0.00113056,164.64896,164.64896,164.64896,164.64896,164.64896,164.64896,165.05981,165.05981
326,0.00113058,163.64403,163.64403,163.64403,163.64403,163.64403,163.64403,163.86082,163.86082
327,0.0011306,162.70703,162.70703,162.70703,162.70703,162.70703,162.70703,162.70703,162.70703
328,0.00113062,161.7951,161.7951,161.7951,161.7951,161.7951,161.7951,161.58936,161.58936
329,0.00113064,160.8561,160.8561,160.8561,160.8561,160.8561,160.8561,160.45238,160.45238
330,0.00113067,169.06271,172.92258,164.11763,163.02426,164.25282,173.35388,159.27757,159.27757
331,0.00113069,158.05807,158.05807,158.05807,158.05807,158.05807,158.05807,158.0637,158.0637
332,0.00113071,156.77469,156.77469,156.77469,156.77469,156.77469,156.77469,156.8137,156.8137
333,0.00113073,155.52684,155.52684,155.52684,155.52684,155.52684,155.52684,155.52684,155.52684
334,0.00113075,154.37982,154.37982,154.37982,154.37982,154.37982,154.37982,154.20653,154.20653
335,0.00113078,152.68109,152.68109,152.68109,152.68109,152.68109,152.68109,152.83594,152.83594
336,0.0011308,161.07394,164.76814,155.56978,154.97856,156.09077,165.24841,151.40894,151.40894
337,0.00113082,149.94084,149.94084,149.94084,149.94084,149.94084,149.94084,149.92407,149.92407
338,0.00113084,148.36691,148.36691,148.36691,148.36691,148.36691,148.36691,148.3899,148.3899
339,0.00113086,146.8164,146.8164,146.8164,146.8164,146.8164,146.8164,146.8164,146.8164
340,0.00113088,145.38245,145.38245,145.38245,145.38245,145.38245,145.38245,145.208,145.208
341,0.00113091,143.3267,143.3267,143.3267,143.3267,143.3267,143.3267,143.54956,143.54956
342,0.00113093,151.95512,155.92365,145.87184,146.40883,147.19221,155.82281,141.89232,141.89232
343,0.00113095,140.33893,140.33893,140.33893,140.33893,140.33893,140.33893,140.26343,140.26343
344,0.00113097,138.74924,138.74924,138.74924,138.74924,138.74924,138.74924,138.69214,138.69214
345,0.00113099,137.23997,137.23997,137.23997,137.23997,137.23997,137.23997,137.23997,137.23997
346,0.00113101,135.90894,135.90894,135.90894,135.90894,135.90894,135.90894,135.9314,135.9314
347,0.00113103,134.77809,134.77809,134.77809,134.77809,134.77809,134.77809,134.78882,134.78882
348,0.00113105,142.09993,146.78322,137.60385,137.17004,137.80113,146.59418,133.85059,133.85059
349,0.00113108,132.81105,132.81105,132.81105,132.81105,132.81105,132.81105,133.05736,133.05736
350,0.0011311,132.27393,132.27393,132.27393,132.27393,132.27393,132.27393,132.38353,132.38353
351,0.00113112,131.79002,131.79002,131.79002,131.79002,131.79002,131.79002,131.79002,131.79002
352,0.00113114,131.30162,131.30162,131.30162,131.30162,131.30162,131.30162,131.27122,131.27122
353,0.00113116,130.76483,130.76483,130.76483,130.76483,130.76483,130.76483,130.77075,130.77075
354,0.00113118,135.64075,141.39993,132.84856,129.81635,131.51678,141.20078,130.1394,130.1394
355,0.0011312,129.4049,129.4049,129.4049,129.4049,129.4049,129.4049,129.4326,129.4326
356,0.00113122,128.62073,128.62073,128.62073,128.62073,128.62073,128.62073,128.66331,128.66331
357,0.00113124,127.8662,127.8662,127.8662,127.8662,127.8662,127.8662,127.8662,127.8662
358,0.00113126,127.20512,127.20512,127.20512,127.20512,127.20512,127.20512,127.12012,127.12012
359,0.00113128,126.63914,126.63914,126.63914,126.63914,126.63914,126.63914,126.477295,126.477295
360,0.00113131,131.3839,136.88707,128.55191,125.83114,127.38919,137.17899,125.93823,125.93823
361,0.00113133,125.56152,125.56152,125.56152,125.56152,125.56152,125.56152,125.53027,125.53027
362,0.00113135,125.303825,125.303825,125.303825,125.303825,125.303825,125.303825,125.28246,125.28246
363,0.00113137,125.22363,125.22363,125.22363,125.22363,125.22363,125.22363,125.22363,125.22363
364,0.00113139,125.36625,125.36625,125.36625,125.36625,125.36625,125.36625,125.37353,125.37353
365,0.00113141,125.72434,125.72434,125.72434,125.72434,125.72434,125.72434,125.72997,125.72997
366,0.00113143,128.5864,134.47986,126.60986,122.14112,124.5813,134.49472,126.277336,126.277336
367,0.00113145,126.999756,126.999756,126.999756,126.999756,126.999756,126.999756,126.9912,126.9912
368,0.00113147,127.84634,127.84634,127.84634,127.84634,127.84634,127.84634,127.83715,127.83715
369,0.00113149,128.76685,128.76685,128.76685,128.76685,128.76685,128.76685,128.76685,128.76685
370,0.00113151,129.71313,129.71313,129.71313,129.71313,129.71313,129.71313,129.7251,129.7251
371,0.00113153,130.64539,130.64539,130.64539,130.64539,130.64539,130.64539,130.65381,130.65381
372,0.00113155,131.41695,136.72948,128.30649,126.12492,127.43137,137.14124,131.52586,131.52586
373,0.00113157,132.33072,132.33072,132.33072,132.33072,132.33072,132.33072,132.33594,132.33594
374,0.00113159,133.09164,133.09164,133.09164,133.09164,133.09164,133.09164,133.10326,133.10326
375,0.00113161,133.85425,133.85425,133.85425,133.85425,133.85425,133.85425,133.85425,133.85425
376,0.00113163,134.65106,134.65106,134.65106,134.65106,134.65106,134.65106,134.60936,134.60936
377,0.00113165,135.46255,135.46255,135.46255,135.46255,135.46255,135.46255,135.40723,135.40723
378,0.00113167,136.92525,142.45186,133.78522,131.25719,132.75531,142.24837,136.25609,136.25609
379,0.00113169,137.01189,137.01189,137.01189,137.01189,137.01189,137.01189,137.13647,137.13647
380,0.00113171,137.76129,137.76129,137.76129,137.76129,137.76129,137.76129,138.04272,138.04272
381,0.00113174,138.96997,138.96997,138.96997,138.96997,138.96997,138.96997,138.96997,138.96997
382,0.00113176,139.88025,139.88025,139.88025,139.88025,139.88025,139.88025,139.91357,139.91357
383,0.00113178,140.84096,140.84096,140.84096,140.84096,140.84096,140.84096,140.86253,140.86253
384,0.0011318,142.42953,147.6605,138.81543,136.72263,138.08563,147.5061,141.79857,141.79857
385,0.00113182,142.70604,142.70604,142.70604,142.70604,142.70604,142.70604,142.70386,142.70386
386,0.00113184,143.54224,143.54224,143.54224,143.54224,143.54224,143.54224,143.54126,143.54126
387,0.00113186,144.29248,144.29248,144.29248,144.29248,144.29248,144.29248,144.29248,144.29248
388,0.00113188,144.94377,144.94377,144.94377,144.94377,144.94377,144.94377,144.94409,144.94409
389,0.0011319,145.4897,145.4897,145.4897,145.4897,145.4897,145.4897,145.48706,145.48706
390,0.00113192,148.08229,153.18416,144.30624,141.88176,143.43996,153.09421,145.92552,145.92552
391,0.00113194,146.24907,146.24907,146.24907,146.24907,146.24907,146.24907,146.2539,146.2539
392,0.00113196,146.46854,146.46854,146.46854,146.46854,146.46854,146.46854,146.47191,146.47191
393,0.00113198,146.59473,146.59473,146.59473,146.59473,146.59473,146.59473,146.59473,146.59473
394,0.001132,146.64108,146.64108,146.64108,146.64108,146.64108,146.64108,146.64087,146.64087
395,0.00113202,146.6318,146.6318,146.6318,146.6318,146.6318,146.6318,146.63133,146.63133
396,0.00113204,151.1808,156.69017,148.62558,143.8988,146.34125,156.6504,146.59375,146.59375
397,0.00113206,146.54958,146.54958,146.54958,146.54958,146.54958,146.54958,146.54955,146.54955
398,0.00113208,146.50514,146.50514,146.50514,146.50514,146.50514,146.50514,146.50877,146.50877
399,0.0011321,146.46214,146.46214,146.46214,146.46214,146.46214,146.46214,146.46214,146.46214
400,0.00113212,146.41437,146.41437,146.41437,146.41437,146.41437,146.41437,146.39403,146.39403
401,0.00113214,146.32397,146.32397,146.32397,146.32397,146.32397,146.32397,146.31004,146.31004
402,0.00113216,151.3717,156.9964,149.03009,143.97585,146.54204,156.95982,146.14525,146.14525
403,0.00113218,145.84517,145.84517,145.84517,145.84517,145.84517,145.84517,145.83397,145.83397
404,0.0011322,145.44136,145.44136,145.44136,145.44136,145.44136,145.44136,145.43286,145.43286
405,0.00113222,144.96411,144.96411,144.96411,144.96411,144.96411,144.96411,144.96411,144.96411
406,0.00113224,144.43744,144.43744,144.43744,144.43744,144.43744,144.43744,144.43726,144.43726
407,0.00113226,143.8603,143.8603,143.8603,143.8603,143.8603,143.8603,143.85498,143.85498
408,0.00113228,149.6443,154.92984,146.48985,142.94135,144.91803,154.89435,143.22533,143.22533
409,0.0011323,142.53198,142.53198,142.53198,142.53198,142.53198,142.53198,142.55444,142.55444
410,0.00113232,141.80664,141.80664,141.80664,141.80664,141.80664,141.80664,141.84375,141.84375
411,0.00113234,141.0825,141.0825,141.0825,141.0825,141.0825,141.0825,141.0825,141.0825
412,0.00113236,140.37569,140.37569,140.37569,140.37569,140.37569,140.37569,140.25342,140.25342
413,0.00113239,139.22829,139.22829,139.22829,139.22829,139.22829,139.22829,139.33276,139.33276
414,0.00113241,145.43027,150.62862,141.75243,139.40793,140.91135,150.48833,138.3042,138.3042
415,0.00113243,137.1948,137.1948,137.1948,137.1948,137.1948,137.1948,137.16309,137.16309
416,0.00113245,135.94516,135.94516,135.94516,135.94516,135.94516,135.94516,135.92651,135.92651
417,0.00113247,134.62329,134.62329,134.62329,134.62329,134.62329,134.62329,134.62329,134.62329
418,0.00113249,133.28961,133.28961,133.28961,133.28961,133.28961,133.28961,133.29321,133.29321
419,0.00113251,131.97447,131.97447,131.97447,131.97447,131.97447,131.97447,131.9773,131.9773
420,0.00113253,138.65152,143.58203,134.63863,133.5662,134.4337,143.3583,130.70068,130.70068
421,0.00113255,129.48135,129.48135,129.48135,129.48135,129.48135,129.48135,129.47337,129.47337
422,0.00113257,128.29095,128.29095,128.29095,128.29095,128.29095,128.29095,128.28247,128.28247
423,0.00113259,127.09424,127.09424,127.09424,127.09424,127.09424,127.09424,127.09424,127.09424
424,0.00113261,125.85528,125.85528,125.85528,125.85528,125.85528,125.85528,125.86254,125.86254
425,0.00113263,124.53541,124.53541,124.53541,124.53541,124.53541,124.53541,124.54126,124.54126
426,0.00113265,130.46039,135.29488,126.757645,125.69711,126.49589,136.06763,123.09521,123.09521
427,0.00113267,121.50645,121.50645,121.50645,121.50645,121.50645,121.50645,121.51,121.51
428,0.00113269,119.785515,119.785515,119.785515,119.785515,119.785515,119.785515,119.79126,119.79126
429,0.00113271,117.95995,117.95995,117.95995,117.95995,117.95995,117.95995,117.95995,117.95995
430,0.00113273,116.05727,116.05727,116.05727,116.05727,116.05727,116.05727,116.05688,116.05688
431,0.00113275,114.10481,114.10481,114.10481,114.10481,114.10481,114.10481,114.104485,114.104485
432,0.00113277,120.87781,124.11348,116.2835,116.936104,116.970184,125.905174,112.129875,112.129875
433,0.00113279,110.15641,110.15641,110.15641,110.15641,110.15641,110.15641,110.15527,110.15527
434,0.00113281,108.1949,108.1949,108.1949,108.1949,108.1949,108.1949,108.19457,108.19457
435,0.00113283,106.25243,106.25243,106.25243,106.25243,106.25243,106.25243,106.25243,106.25243
436,0.00113285,104.33114,104.33114,104.33114,104.33114,104.33114,104.33114,104.32787,104.32787
437,0.00113287,102.41307,102.41307,102.41307,102.41307,102.41307,102.41307,102.40917,102.40917
438,0.00113289,109.11128,110.94847,104.59638,105.52744,105.23686,112.66624,100.475334,100.475334
439,0.00113291,98.49697,98.49697,98.49697,98.49697,98.49697,98.49697,98.50439,98.50439
440,0.00113293,96.465004,96.465004,96.465004,96.465004,96.465004,96.465004,96.475334,96.475334
441,0.00113295,94.36841,94.36841,94.36841,94.36841,94.36841,94.36841,94.36841,94.36841
442,0.00113297,92.19165,92.19165,92.19165,92.19165,92.19165,92.19165,92.169426,92.169426
443,0.00113299,89.90114,89.90114,89.90114,89.90114,89.90114,89.90114,89.868164,89.868164
444,0.00113301,96.16589,98.90795,91.83997,94.05288,92.982124,97.97923,87.45873,87.45873
445,0.00113303,84.85459,84.85459,84.85459,84.85459,84.85459,84.85459,84.94018,84.94018
446,0.00113305,82.192055,82.192055,82.192055,82.192055,82.192055,82.192055,82.317375,82.317375
447,0.00113307,79.602776,79.602776,79.602776,79.602776,79.602776,79.602776,79.602776,79.602776
448,0.0011331,75.99177,75.99177,75.99177,75.99177,75.99177,75.99177,76.81127,76.81127
449,0.00113312,73.60842,73.60842,73.60842,73.60842,73.60842,73.60842,73.96728,73.96728
450,0.00113314,80.69163,82.95606,74.580475,80.184044,78.389114,81.19212,71.08179,71.08179
451,0.00113316,68.31394,68.31394,68.31394,68.31394,68.31394,68.31394,68.17309,68.17309
452,0.00113318,65.372444,65.372444,65.372444,65.372444,65.372444,65.372444,65.26122,65.26122
453,0.0011332,62.366207,62.366207,62.366207,62.366207,62.366207,62.366207,62.366207,62.366207
454,0.00113322,59.401627,59.401627,59.401627,59.401627,59.401627,59.401627,59.511227,59.511227
455,0.00113324,56.575024,56.575024,56.575024,56.575024,56.575024,56.575024,56.711178,56.711178
456,0.00113326,63.01509,65.341995,55.92475,63.32384,61.93743,64.691216,53.980217,53.980217
457,0.00113329,50.58891,50.58891,50.58891,50.58891,50.58891,50.58891,51.34155,51.34155
458,0.00113331,48.479744,48.479744,48.479744,48.479744,48.479744,48.479744,48.78564,48.78564
459,0.00113333,46.313225,46.313225,46.313225,46.313225,46.313225,46.313225,46.313225,46.313225
460,0.00113335,43.994064,43.994064,43.994064,43.994064,43.994064,43.994064,43.928707,43.928707
461,0.00113337,41.658516,41.658516,41.658516,41.658516,41.658516,41.658516,41.655025,41.655025
462,0.00113339,46.244797,49.22506,41.333332,46.430847,45.49993,48.242214,39.50073,39.50073
463,0.00113341,37.659492,37.659492,37.659492,37.659492,37.659492,37.659492,37.46728,37.46728
464,0.00113344,35.293156,35.293156,35.293156,35.293156,35.293156,35.293156,35.55102,35.55102
465,0.00113346,33.778072,33.778072,33.778072,33.778072,33.778072,33.778072,33.778072,33.778072
466,0.00113348,32.186897,32.186897,32.186897,32.186897,32.186897,32.186897,32.10302,32.10302
467,0.0011335,30.556158,30.556158,30.556158,30.556158,30.556158,30.556158,30.5039,30.5039
468,0.00113352,32.889603,36.69565,30.367123,32.85616,32.286926,35.24455,28.95727,28.95727
469,0.00113354,27.455803,27.455803,27.455803,27.455803,27.455803,27.455803,27.498041,27.498041
470,0.00113356,26.093925,26.093925,26.093925,26.093925,26.093925,26.093925,26.148678,26.148678
471,0.00113358,24.907953,24.907953,24.907953,24.907953,24.907953,24.907953,24.907953,24.907953
472,0.00113361,23.479353,23.479353,23.479353,23.479353,23.479353,23.479353,23.810543,23.810543
473,0.00113363,22.678194,22.678194,22.678194,22.678194,22.678194,22.678194,22.816158,22.816158
474,0.00113365,23.47925,27.800303,22.729513,22.915825,22.948498,25.642422,21.91821,21.91821
475,0.00113367,21.15338,21.15338,21.15338,21.15338,21.15338,21.15338,21.114252,21.114252
476,0.00113369,20.427345,20.427345,20.427345,20.427345,20.427345,20.427345,20.40722,20.40722
