,time,baseline,S^ case,S^ case 0,S^ all,S^2 probe 1,S^2 probe all,target,target
266,0.00112923,-42.039845,-42.039845,-42.039845,-42.039845,-42.039845,-42.039845,-42.956085,-42.956085
267,0.00112926,-45.671417,-45.671417,-45.671417,-45.671417,-45.671417,-45.671417,-45.671417,-45.671417
268,0.00112928,-48.214916,-48.214916,-48.214916,-48.214916,-48.214916,-48.214916,-48.26883,-48.26883
269,0.0011293,-50.74104,-50.74104,-50.74104,-50.74104,-50.74104,-50.74104,-50.742947,-50.742947
270,0.00112932,-45.655506,-44.614124,-39.76285,-42.346687,-43.83113,-42.920937,-53.085236,-53.085236
271,0.00112935,-56.03428,-56.03428,-56.03428,-56.03428,-56.03428,-56.03428,-55.281033,-55.281033
272,0.00112937,-57.68936,-57.68936,-57.68936,-57.68936,-57.68936,-57.68936,-57.31668,-57.31668
273,0.00112939,-59.181183,-59.181183,-59.181183,-59.181183,-59.181183,-59.181183,-59.181183,-59.181183
274,0.00112941,-60.571297,-60.571297,-60.571297,-60.571297,-60.571297,-60.571297,-60.864777,-60.864777
275,0.00112943,-61.874355,-61.874355,-61.874355,-61.874355,-61.874355,-61.874355,-62.361847,-62.361847
276,0.00112946,-59.74392,-58.970062,-56.57178,-57.611404,-57.859814,-60.323784,-63.67215,-63.67215
277,0.00112948,-64.761856,-64.761856,-64.761856,-64.761856,-64.761856,-64.761856,-64.79788,-64.79788
278,0.0011295,-65.72334,-65.72334,-65.72334,-65.72334,-65.72334,-65.72334,-65.74173,-65.74173
279,0.00112952,-66.50809,-66.50809,-66.50809,-66.50809,-66.50809,-66.50809,-66.50809,-66.50809
280,0.00112955,-67.29727,-67.29727,-67.29727,-67.29727,-67.29727,-67.29727,-67.10135,-67.10135
281,0.00112957,-67.607796,-67.607796,-67.607796,-67.607796,-67.607796,-67.607796,-67.527374,-67.527374
282,0.00112959,-69.388374,-67.579605,-67.58344,-67.49077,-67.05019,-71.801506,-67.79202,-67.79202
283,0.00112961,-67.881676,-67.881676,-67.881676,-67.881676,-67.881676,-67.881676,-67.900665,-67.900665
284,0.00112964,-67.83719,-67.83719,-67.83719,-67.83719,-67.83719,-67.83719,-67.85989,-67.85989
285,0.00112966,-67.67728,-67.67728,-67.67728,-67.67728,-67.67728,-67.67728,-67.67728,-67.67728
286,0.00112968,-67.40886,-67.40886,-67.40886,-67.40886,-67.40886,-67.40886,-67.3616,-67.3616
287,0.0011297,-67.04655,-67.04655,-67.04655,-67.04655,-67.04655,-67.04655,-66.92117,-66.92117
288,0.00112973,-72.100876,-69.557396,-70.845314,-70.2088,-69.51958,-75.286705,-66.36868,-66.36868
289,0.00112975,-65.847275,-65.847275,-65.847275,-65.847275,-65.847275,-65.847275,-65.71707,-65.71707
290,0.00112977,-65.25262,-65.25262,-65.25262,-65.25262,-65.25262,-65.25262,-64.979034,-64.979034
291,0.0011298,-64.16434,-64.16434,-64.16434,-64.16434,-64.16434,-64.16434,-64.16434,-64.16434
292,0.00112982,-63.28312,-63.28312,-63.28312,-63.28312,-63.28312,-63.28312,-63.282013,-63.282013
293,0.00112984,-62.321114,-62.321114,-62.321114,-62.321114,-62.321114,-62.321114,-62.33792,-62.33792
294,0.00112986,-68.01706,-66.20482,-66.13963,-66.086914,-65.737816,-70.36582,-61.338165,-61.338165
295,0.00112989,-59.91251,-59.91251,-59.91251,-59.91251,-59.91251,-59.91251,-60.286896,-60.286896
296,0.00112991,-58.98348,-58.98348,-58.98348,-58.98348,-58.98348,-58.98348,-59.189484,-59.189484
297,0.00112993,-58.05252,-58.05252,-58.05252,-58.05252,-58.05252,-58.05252,-58.05252,-58.05252
298,0.00112995,-57.102264,-57.102264,-57.102264,-57.102264,-57.102264,-57.102264,-56.88333,-56.88333
299,0.00112998,-55.593178,-55.593178,-55.593178,-55.593178,-55.593178,-55.593178,-55.69461,-55.69461
300,0.00113,-61.527596,-59.99642,-58.78303,-59.42807,-59.515564,-63.13615,-54.49832,-54.49832
301,0.00113002,-53.323357,-53.323357,-53.323357,-53.323357,-53.323357,-53.323357,-53.308136,-53.308136
302,0.00113004,-52.13227,-52.13227,-52.13227,-52.13227,-52.13227,-52.13227,-52.139923,-52.139923
303,0.00113006,-51.00638,-51.00638,-51.00638,-51.00638,-51.00638,-51.00638,-51.00638,-51.00638
304,0.00113009,-49.55384,-49.55384,-49.55384,-49.55384,-49.55384,-49.55384,-49.920197,-49.920197
305,0.00113011,-48.715115,-48.715115,-48.715115,-48.715115,-48.715115,-48.715115,-48.894806,-48.894806
306,0.00113013,-54.540405,-52.83939,-51.364197,-52.16613,-52.798847,-55.374496,-47.942657,-47.942657
307,0.00113015,-47.212822,-47.212822,-47.212822,-47.212822,-47.212822,-47.212822,-47.07669,-47.07669
308,0.00113018,-46.22279,-46.22279,-46.22279,-46.22279,-46.22279,-46.22279,-46.311066,-46.311066
309,0.0011302,-45.6597,-45.6597,-45.6597,-45.6597,-45.6597,-45.6597,-45.6597,-45.6597
310,0.00113022,-45.19382,-45.19382,-45.19382,-45.19382,-45.19382,-45.19382,-45.13504,-45.13504
311,0.00113024,-44.833744,-44.833744,-44.833744,-44.833744,-44.833744,-44.833744,-44.748074,-44.748074
312,0.00113027,-50.002888,-47.33167,-46.83756,-47.3672,-48.394962,-50.971756,-44.50638,-44.50638
313,0.00113029,-44.4391,-44.4391,-44.4391,-44.4391,-44.4391,-44.4391,-44.414825,-44.414825
314,0.00113031,-44.497883,-44.497883,-44.497883,-44.497883,-44.497883,-44.497883,-44.474884,-44.474884
315,0.00113033,-44.686554,-44.686554,-44.686554,-44.686554,-44.686554,-44.686554,-44.686554,-44.686554
316,0.00113035,-45.005573,-45.005573,-45.005573,-45.005573,-45.005573,-45.005573,-45.05716,-45.05716
317,0.00113038,-45.699043,-45.699043,-45.699043,-45.699043,-45.699043,-45.699043,-45.591583,-45.591583
318,0.0011304,-49.11102,-45.90668,-46.191322,-46.45012,-47.534264,-50.544968,-46.280792,-46.280792
319,0.00113042,-46.950306,-46.950306,-46.950306,-46.950306,-46.950306,-46.950306,-47.126736,-47.126736
320,0.00113044,-47.74769,-47.74769,-47.74769,-47.74769,-47.74769,-47.74769,-48.13382,-48.13382
321,0.00113047,-49.29593,-49.29593,-49.29593,-49.29593,-49.29593,-49.29593,-49.29593,-49.29593
322,0.00113049,-50.61381,-50.61381,-50.61381,-50.61381,-50.61381,-50.61381,-50.60794,-50.60794
323,0.00113051,-52.095387,-52.095387,-52.095387,-52.095387,-52.095387,-52.095387,-52.062042,-52.062042
324,0.00113053,-52.039097,-50.258934,-48.708836,-49.626427,-50.47137,-52.567467,-53.64798,-53.64798
325,0.00113056,-55.970432,-55.970432,-55.970432,-55.970432,-55.970432,-55.970432,-55.35794,-55.35794
326,0.00113058,-57.524174,-57.524174,-57.524174,-57.524174,-57.524174,-57.524174,-57.179718,-57.179718
327,0.0011306,-59.10501,-59.10501,-59.10501,-59.10501,-59.10501,-59.10501,-59.10501,-59.10501
328,0.00113062,-60.73879,-60.73879,-60.73879,-60.73879,-60.73879,-60.73879,-61.128937,-61.128937
329,0.00113064,-62.47675,-62.47675,-62.47675,-62.47675,-62.47675,-62.47675,-63.24295,-63.24295
330,0.00113067,-60.318485,-59.586067,-57.16884,-58.21889,-58.431488,-60.95744,-65.40506,-65.40506
331,0.00113069,-67.61805,-67.61805,-67.61805,-67.61805,-67.61805,-67.61805,-67.605255,-67.605255
332,0.00113071,-69.91206,-69.91206,-69.91206,-69.91206,-69.91206,-69.91206,-69.842804,-69.842804
333,0.00113073,-72.1199,-72.1199,-72.1199,-72.1199,-72.1199,-72.1199,-72.1199,-72.1199
334,0.00113075,-74.132744,-74.132744,-74.132744,-74.132744,-74.132744,-74.132744,-74.44119,-74.44119
335,0.00113078,-77.07696,-77.07696,-77.07696,-77.07696,-77.07696,-77.07696,-76.815216,-76.815216
336,0.0011308,-73.00538,-73.434746,-70.4129,-71.42294,-70.890945,-73.59803,-79.25638,-79.25638
337,0.00113082,-81.755104,-81.755104,-81.755104,-81.755104,-81.755104,-81.755104,-81.77542,-81.77542
338,0.00113084,-84.41943,-84.41943,-84.41943,-84.41943,-84.41943,-84.41943,-84.36893,-84.36893
339,0.00113086,-87.02835,-87.02835,-87.02835,-87.02835,-87.02835,-87.02835,-87.02835,-87.02835
340,0.00113088,-89.42466,-89.42466,-89.42466,-89.42466,-89.42466,-89.42466,-89.741486,-89.741486
341,0.00113091,-92.854675,-92.854675,-92.854675,-92.854675,-92.854675,-92.854675,-92.48709,-92.48709
342,0.00113093,-87.7571,-86.36567,-83.93304,-86.46856,-85.027664,-87.64915,-95.26762,-95.26762
343,0.00113095,-97.92969,-97.92969,-97.92969,-97.92969,-97.92969,-97.92969,-98.07742,-98.07742
344,0.00113097,-100.79984,-100.79984,-100.79984,-100.79984,-100.79984,-100.79984,-100.91922,-100.91922
345,0.00113099,-103.79642,-103.79642,-103.79642,-103.79642,-103.79642,-103.79642,-103.79642,-103.79642
346,0.00113101,-106.83519,-106.83519,-106.83519,-106.83519,-106.83519,-106.83519,-106.710236,-106.710236
347,0.00113103,-109.82154,-109.82154,-109.82154,-109.82154,-109.82154,-109.82154,-109.66336,-109.66336
348,0.00113105,-104.45984,-103.53417,-100.37381,-103.54435,-101.32094,-104.2801,-112.65824,-112.65824
349,0.00113108,-116.56716,-116.56716,-116.56716,-116.56716,-116.56716,-116.56716,-115.69071,-115.69071
350,0.0011311,-119.13847,-119.13847,-119.13847,-119.13847,-119.13847,-119.13847,-118.75834,-118.75834
351,0.00113112,-121.87382,-121.87382,-121.87382,-121.87382,-121.87382,-121.87382,-121.87382,-121.87382
352,0.00113114,-124.88662,-124.88662,-124.88662,-124.88662,-124.88662,-124.88662,-125.02836,-125.02836
353,0.00113116,-128.08667,-128.08667,-128.08667,-128.08667,-128.08667,-128.08667,-128.19485,-128.19485
354,0.00113118,-122.6932,-122.40105,-117.49585,-121.93174,-120.71857,-122.08938,-131.3328,-131.3328
355,0.0011312,-134.49156,-134.49156,-134.49156,-134.49156,-134.49156,-134.49156,-134.39334,-134.39334
356,0.00113122,-137.46043,-137.46043,-137.46043,-137.46043,-137.46043,-137.46043,-137.33916,-137.33916
357,0.00113124,-140.14456,-140.14456,-140.14456,-140.14456,-140.14456,-140.14456,-140.14456,-140.14456
358,0.00113126,-142.48373,-142.48373,-142.48373,-142.48373,-142.48373,-142.48373,-142.76736,-142.76736
359,0.00113128,-144.55615,-144.55615,-144.55615,-144.55615,-144.55615,-144.55615,-145.19974,-145.19974
360,0.00113131,-141.62602,-140.57552,-137.85152,-139.02583,-139.12282,-142.2273,-147.4114,-147.4114
361,0.00113133,-149.27231,-149.27231,-149.27231,-149.27231,-149.27231,-149.27231,-149.38577,-149.38577
362,0.00113135,-151.03201,-151.03201,-151.03201,-151.03201,-151.03201,-151.03201,-151.1121,-151.1121
363,0.00113137,-152.574,-152.574,-152.574,-152.574,-152.574,-152.574,-152.574,-152.574
364,0.00113139,-153.8056,-153.8056,-153.8056,-153.8056,-153.8056,-153.8056,-153.773,-153.773
365,0.00113141,-154.72911,-154.72911,-154.72911,-154.72911,-154.72911,-154.72911,-154.7095,-154.7095
366,0.00113143,-156.94225,-156.11443,-155.68414,-155.4088,-153.28311,-158.9058,-155.37064,-155.37064
367,0.00113145,-155.74634,-155.74634,-155.74634,-155.74634,-155.74634,-155.74634,-155.74075,-155.74075
368,0.00113147,-155.83257,-155.83257,-155.83257,-155.83257,-155.83257,-155.83257,-155.83157,-155.83157
369,0.00113149,-155.59575,-155.59575,-155.59575,-155.59575,-155.59575,-155.59575,-155.59575,-155.59575
370,0.00113151,-155.01173,-155.01173,-155.01173,-155.01173,-155.01173,-155.01173,-155.0037,-155.0037
371,0.00113153,-154.0942,-154.0942,-154.0942,-154.0942,-154.0942,-154.0942,-154.0928,-154.0928
372,0.00113155,-162.5444,-161.74515,-162.98062,-161.88956,-157.78836,-165.79729,-152.86624,-152.86624
373,0.00113157,-151.34854,-151.34854,-151.34854,-151.34854,-151.34854,-151.34854,-151.34087,-151.34087
374,0.00113159,-149.55202,-149.55202,-149.55202,-149.55202,-149.55202,-149.55202,-149.53763,-149.53763
375,0.00113161,-147.48514,-147.48514,-147.48514,-147.48514,-147.48514,-147.48514,-147.48514,-147.48514
376,0.00113163,-145.17865,-145.17865,-145.17865,-145.17865,-145.17865,-145.17865,-145.26224,-145.26224
377,0.00113165,-142.75233,-142.75233,-142.75233,-142.75233,-142.75233,-142.75233,-142.87894,-142.87894
378,0.00113167,-152.76978,-151.73543,-150.54112,-150.76639,-149.59259,-154.0327,-140.34818,-140.34818
379,0.00113169,-138.06345,-138.06345,-138.06345,-138.06345,-138.06345,-138.06345,-137.70535,-137.70535
380,0.00113171,-135.81618,-135.81618,-135.81618,-135.81618,-135.81618,-135.81618,-134.98953,-134.98953
381,0.00113174,-132.23831,-132.23831,-132.23831,-132.23831,-132.23831,-132.23831,-132.23831,-132.23831
382,0.00113176,-129.57498,-129.57498,-129.57498,-129.57498,-129.57498,-129.57498,-129.46732,-129.46732
383,0.00113178,-126.77388,-126.77388,-126.77388,-126.77388,-126.77388,-126.77388,-126.696075,-126.696075
384,0.0011318,-136.90613,-136.11012,-132.6555,-134.64883,-134.4986,-137.47864,-123.9766,-123.9766
385,0.00113182,-121.2947,-121.2947,-121.2947,-121.2947,-121.2947,-121.2947,-121.32742,-121.32742
386,0.00113184,-118.71978,-118.71978,-118.71978,-118.71978,-118.71978,-118.71978,-118.73807,-118.73807
387,0.00113186,-116.21341,-116.21341,-116.21341,-116.21341,-116.21341,-116.21341,-116.21341,-116.21341
388,0.00113188,-113.74836,-113.74836,-113.74836,-113.74836,-113.74836,-113.74836,-113.74881,-113.74881
389,0.0011319,-111.34213,-111.34213,-111.34213,-111.34213,-111.34213,-111.34213,-111.3433,-111.3433
390,0.00113192,-120.630455,-120.24203,-116.13236,-119.83827,-118.04737,-120.73168,-109.02347,-109.02347
391,0.00113194,-106.81581,-106.81581,-106.81581,-106.81581,-106.81581,-106.81581,-106.81473,-106.81473
392,0.00113196,-104.72155,-104.72155,-104.72155,-104.72155,-104.72155,-104.72155,-104.72513,-104.72513
393,0.00113198,-102.73782,-102.73782,-102.73782,-102.73782,-102.73782,-102.73782,-102.73782,-102.73782
394,0.001132,-100.86381,-100.86381,-100.86381,-100.86381,-100.86381,-100.86381,-100.85574,-100.85574
395,0.00113202,-99.10684,-99.10684,-99.10684,-99.10684,-99.10684,-99.10684,-99.09989,-99.09989
396,0.00113204,-107.281204,-106.339294,-104.196785,-106.38203,-103.86774,-108.291794,-97.47636,-97.47636
397,0.00113206,-95.98064,-95.98064,-95.98064,-95.98064,-95.98064,-95.98064,-95.986115,-95.986115
398,0.00113208,-94.62377,-94.62377,-94.62377,-94.62377,-94.62377,-94.62377,-94.629425,-94.629425
399,0.0011321,-93.40872,-93.40872,-93.40872,-93.40872,-93.40872,-93.40872,-93.40872,-93.40872
400,0.00113212,-92.3349,-92.3349,-92.3349,-92.3349,-92.3349,-92.3349,-92.32938,-92.32938
401,0.00113214,-91.387375,-91.387375,-91.387375,-91.387375,-91.387375,-91.387375,-91.376495,-91.376495
402,0.00113216,-98.29685,-96.63413,-96.47119,-97.17129,-94.95137,-100.10066,-90.54764,-90.54764
403,0.00113218,-89.80412,-89.80412,-89.80412,-89.80412,-89.80412,-89.80412,-89.82669,-89.82669
404,0.0011322,-89.17309,-89.17309,-89.17309,-89.17309,-89.17309,-89.17309,-89.18704,-89.18704
405,0.00113222,-88.677765,-88.677765,-88.677765,-88.677765,-88.677765,-88.677765,-88.677765,-88.677765
406,0.00113224,-88.33581,-88.33581,-88.33581,-88.33581,-88.33581,-88.33581,-88.32962,-88.32962
407,0.00113226,-88.14271,-88.14271,-88.14271,-88.14271,-88.14271,-88.14271,-88.14261,-88.14261
408,0.00113228,-94.01852,-91.91594,-93.24623,-92.80271,-90.62033,-96.57127,-88.08841,-88.08841
409,0.0011323,-88.15725,-88.15725,-88.15725,-88.15725,-88.15725,-88.15725,-88.13577,-88.13577
410,0.00113232,-88.3112,-88.3112,-88.3112,-88.3112,-88.3112,-88.3112,-88.27347,-88.27347
411,0.00113234,-88.50662,-88.50662,-88.50662,-88.50662,-88.50662,-88.50662,-88.50662,-88.50662
412,0.00113236,-88.705765,-88.705765,-88.705765,-88.705765,-88.705765,-88.705765,-88.74368,-88.74368
413,0.00113239,-88.98227,-88.98227,-88.98227,-88.98227,-88.98227,-88.98227,-88.96146,-88.96146
414,0.00113241,-93.60139,-91.41093,-93.19329,-92.35487,-90.14918,-96.51252,-89.13968,-89.13968
415,0.00113243,-89.26353,-89.26353,-89.26353,-89.26353,-89.26353,-89.26353,-89.26932,-89.26932
416,0.00113245,-89.33387,-89.33387,-89.33387,-89.33387,-89.33387,-89.33387,-89.342804,-89.342804
417,0.00113247,-89.3284,-89.3284,-89.3284,-89.3284,-89.3284,-89.3284,-89.3284,-89.3284
418,0.00113249,-89.229614,-89.229614,-89.229614,-89.229614,-89.229614,-89.229614,-89.239044,-89.239044
419,0.00113251,-89.03909,-89.03909,-89.03909,-89.03909,-89.03909,-89.03909,-89.05081,-89.05081
420,0.00113253,-94.4373,-92.26882,-94.13114,-93.18767,-90.9374,-97.540596,-88.763214,-88.763214
421,0.00113255,-88.40857,-88.40857,-88.40857,-88.40857,-88.40857,-88.40857,-88.4014,-88.4014
422,0.00113257,-87.98265,-87.98265,-87.98265,-87.98265,-87.98265,-87.98265,-87.97611,-87.97611
423,0.00113259,-87.493195,-87.493195,-87.493195,-87.493195,-87.493195,-87.493195,-87.493195,-87.493195
424,0.00113261,-86.94453,-86.94453,-86.94453,-86.94453,-86.94453,-86.94453,-86.94803,-86.94803
425,0.00113263,-86.3274,-86.3274,-86.3274,-86.3274,-86.3274,-86.3274,-86.33011,-86.33011
426,0.00113265,-92.17426,-89.970314,-91.4141,-90.92067,-88.81832,-94.64209,-85.62918,-85.62918
427,0.00113267,-84.83771,-84.83771,-84.83771,-84.83771,-84.83771,-84.83771,-84.836945,-84.836945
428,0.00113269,-83.942764,-83.942764,-83.942764,-83.942764,-83.942764,-83.942764,-83.94437,-83.94437
429,0.00113271,-82.9346,-82.9346,-82.9346,-82.9346,-82.9346,-82.9346,-82.9346,-82.9346
430,0.00113273,-81.808365,-81.808365,-81.808365,-81.808365,-81.808365,-81.808365,-81.786896,-81.786896
431,0.00113275,-80.57871,-80.57871,-80.57871,-80.57871,-80.57871,-80.57871,-80.56082,-80.56082
432,0.00113277,-86.99942,-84.77743,-85.3836,-85.57565,-83.952095,-88.91695,-79.26517,-79.26517
433,0.00113279,-77.87832,-77.87832,-77.87832,-77.87832,-77.87832,-77.87832,-77.89041,-77.89041
434,0.00113281,-76.39296,-76.39296,-76.39296,-76.39296,-76.39296,-76.39296,-76.40653,-76.40653
435,0.00113283,-74.77493,-74.77493,-74.77493,-74.77493,-74.77493,-74.77493,-74.77493,-74.77493
436,0.00113285,-72.991425,-72.991425,-72.991425,-72.991425,-72.991425,-72.991425,-72.98758,-72.98758
437,0.00113287,-71.014946,-71.014946,-71.014946,-71.014946,-71.014946,-71.014946,-71.022,-71.022
438,0.00113289,-77.94081,-77.54471,-75.62148,-76.363304,-75.46076,-79.38869,-68.81937,-68.81937
439,0.00113291,-66.38644,-66.38644,-66.38644,-66.38644,-66.38644,-66.38644,-66.38577,-66.38577
440,0.00113293,-63.729527,-63.729527,-63.729527,-63.729527,-63.729527,-63.729527,-63.733673,-63.733673
441,0.00113295,-60.869904,-60.869904,-60.869904,-60.869904,-60.869904,-60.869904,-60.869904,-60.869904
442,0.00113297,-57.816845,-57.816845,-57.816845,-57.816845,-57.816845,-57.816845,-57.789825,-57.789825
443,0.00113299,-54.531597,-54.531597,-54.531597,-54.531597,-54.531597,-54.531597,-54.488556,-54.488556
444,0.00113301,-62.513012,-63.53893,-58.811493,-60.612923,-60.841885,-61.959522,-50.96341,-50.96341
445,0.00113303,-47.104378,-47.104378,-47.104378,-47.104378,-47.104378,-47.104378,-47.228302,-47.228302
446,0.00113305,-43.117966,-43.117966,-43.117966,-43.117966,-43.117966,-43.117966,-43.305202,-43.305202
447,0.00113307,-39.210476,-39.210476,-39.210476,-39.210476,-39.210476,-39.210476,-39.210476,-39.210476
448,0.0011331,-33.696198,-33.696198,-33.696198,-33.696198,-33.696198,-33.696198,-34.950226,-34.950226
449,0.00113312,-29.972721,-29.972721,-29.972721,-29.972721,-29.972721,-29.972721,-30.522978,-30.522978
450,0.00113314,-41.36587,-41.005684,-34.871315,-36.900414,-38.75747,-35.519703,-25.92874,-25.92874
451,0.00113316,-21.38305,-21.38305,-21.38305,-21.38305,-21.38305,-21.38305,-21.161163,-21.161163
452,0.00113318,-16.398834,-16.398834,-16.398834,-16.398834,-16.398834,-16.398834,-16.213896,-16.213896
453,0.0011332,-11.10037,-11.10037,-11.10037,-11.10037,-11.10037,-11.10037,-11.10037,-11.10037
454,0.00113322,-5.629281,-5.629281,-5.629281,-5.629281,-5.629281,-5.629281,-5.8474407,-5.8474407
455,0.00113324,-0.19656013,-0.19656013,-0.19656013,-0.19656013,-0.19656013,-0.19656013,-0.48293862,-0.48293862
456,0.00113326,-10.217371,-12.792819,-9.042453,-6.945544,-10.6529,-6.1768036,4.9694543,4.9694543
457,0.00113329,12.046079,12.046079,12.046079,12.046079,12.046079,12.046079,10.504122,10.504122
458,0.00113331,16.73384,16.73384,16.73384,16.73384,16.73384,16.73384,16.119356,16.119356
